car name,move
B,down
F,up
F,up
E,left
B,down
B,down
X,left
X,left
G,up
H,left
G,up
F,up
H,right
A,left
G,down
G,down
X,right
X,right
B,up
B,up
E,right
A,left
F,down
F,down
F,down
A,left
B,up
F,up
F,up
E,left
B,down
B,down
B,down
X,left
X,left
G,up
H,left
G,up
F,up
H,right
G,up
D,left
H,left
C,down
C,down
C,down
F,down
A,right
C,up
H,right
C,up
F,up
F,up
H,left
C,down
C,down
X,left
B,up
H,left
H,left
H,left
B,down
C,up
X,right
F,down
C,down
F,down
A,left
C,up
C,up
F,up
C,up
A,right
F,up
X,left
B,up
C,down
B,up
C,down
E,right
C,down
E,right
E,right
B,down
B,down
X,right
F,down
F,down
F,down
X,left
B,up
H,right
F,down
B,up
A,left
B,up
D,left
D,left
G,down
D,left
B,down
A,right
A,right
A,right
A,right
G,up
B,up
D,right
D,right
D,right
B,down
B,down
F,up
H,left
B,down
X,right
F,up
F,up
F,up
X,left
B,up
B,up
E,left
E,left
E,left
B,up
D,left
D,left
G,down
G,down
G,down
D,left
B,down
B,down
B,down
X,right
X,right
X,right
X,right
