car name,move
B,down
F,up
F,up
E,left
B,down
B,down
X,left
X,left
G,up
H,left
G,up
F,up
H,right
A,left
G,down
G,down
X,right
X,right
B,up
B,up
E,right
A,left
F,down
F,down
F,down
A,left
B,up
F,up
F,up
E,left
B,down
B,down
B,down
X,left
X,left
G,up
H,left
G,up
F,up
H,right
G,up
D,left
H,left
C,down
C,down
C,down
F,down
A,right
C,up
H,right
C,up
F,up
F,up
H,left
C,down
C,down
X,left
B,up
H,left
H,left
H,left
B,down
C,up
X,right
F,down
C,down
F,down
A,left
C,up
C,up
F,up
C,up
D,right
G,down
G,down
G,down
F,down
X,right
X,right
B,up
H,right
B,up
E,right
H,left
F,down
B,up
H,right
F,down
B,down
A,right
F,up
A,right
H,left
F,up
E,left
H,right
B,down
F,up
H,left
B,down
F,down
X,left
X,left
G,up
G,up
F,up
A,right
G,down
G,down
X,right
F,up
X,right
B,up
H,right
B,up
E,right
H,left
A,left
E,left
A,left
B,down
B,down
X,left
X,left
G,up
X,left
B,up
G,down
H,right
B,up
E,right
H,left
G,up
G,up
H,right
H,right
H,right
H,right
G,down
G,down
E,left
B,down
B,down
G,up
H,left
B,up
H,left
G,up
H,left
G,up
H,left
D,left
C,down
H,right
H,right
H,right
H,right
C,down
B,up
H,left
H,left
H,left
H,left
E,right
C,down
H,right
H,right
H,right
E,right
E,right
H,left
H,left
H,left
B,down
B,down
C,up
X,right
F,down
C,down
F,down
F,down
C,up
X,left
B,up
C,down
H,right
H,right
H,right
B,down
F,down
C,up
H,right
F,up
B,up
C,up
H,left
B,down
E,right
H,right
F,down
B,up
H,left
H,left
H,left
E,left
C,down
H,right
B,up
C,down
H,right
E,left
A,left
H,left
H,left
E,right
B,up
D,left
D,left
G,down
D,left
B,down
A,right
A,right
A,right
A,right
G,up
B,up
D,right
D,right
D,right
B,down
B,down
F,up
H,left
B,down
X,right
F,up
F,up
F,up
X,left
B,up
B,up
E,left
E,left
E,left
B,up
D,left
D,left
G,down
G,down
G,down
D,left
B,down
B,down
B,down
X,right
X,right
X,right
X,right
